Game,System,Publisher,Developer,Category,Year
Top Anglers Super Fishing Big Fight 2,Sega Saturn,Naxat Soft,Naxat Soft,Sports,1997.0
Top Gear Hyperbike,Nintendo N64,Kemco,Snowblind Studios,Sports,2000.0
Top Gear Pocket,Nintendo Game Boy Color,Kotobuki System,Vision Works,Sports,1999.0
Top Gear Pocket 2,Nintendo Game Boy Color,Kotobuki System,Vision Works,Sports,2000.0
Top Gear Rally,Nintendo Game Boy Advance,Kotobuki System,Tantalus Interactive,Sports,2003.0
Top Player's Golf,Arcade,SNK Corporation,SNK Corporation,Sports,1990.0
Top Player's Golf,SNK Neo-Geo AES,SNK Corporation,SNK Corporation,Sports,1990.0
Top Player's Golf,SNK Neo-Geo CD,SNK Corporation,SNK Corporation,Sports,1994.0
Top Player's Golf,SNK Neo-Geo MVS,SNK Corporation,SNK Corporation,Sports,1990.0
Top Players' Tennis,Nintendo NES,Asmik Corporation,Home Data,Sports,1990.0
Top Ranking Stars,Arcade,Taito,Taito,Sports,1993.0
Top Skater,Arcade,Sega,Sega,Sports,1997.0
Top Skater,Sega Model 2,Sega,Sega,Sports,1997.0
Top Spin,Microsoft Xbox,Microsoft Game Studios,Power and Magic Development,Sports,2003.0
Top Spin 2,Microsoft Xbox 360,2K Games,PAM Development,Sports,2006.0
Top Spin 3,Microsoft Xbox 360,2K Games,PAM Development,Sports,2008.0
Torino 2006,Microsoft Xbox,2K Sports,49Games,Sports,
Torino 2006,Sony Playstation 2,2K Games,49Games,Sports,2006.0
Tornado Baseball / Ball Park,Arcade,Midway Games,Midway,Sports,1976.0
Total Club Manager 2004,Microsoft Xbox,Electronic Arts,Budcat Creations,Sports,
Total Club Manager 2005,Microsoft Xbox,Electronic Arts,Budcat Creations,Sports,
Total Football,Sega Genesis,Acclaim Entertainment,Domark Software,Sports,1995.0
Total Football,Sega Nomad,Acclaim Entertainment,Domark Software,Sports,1995.0
Total Soccer 2000,Sony Playstation,Iridon Interactive,Iridon Interactive,Sports,2000.0
Totaled,Sony Playstation 2,Rage Software,Rage Software,Sports,2002.0
Totaled,Microsoft Xbox,Rage Software,Rage Software,Sports,2002.0
Touch & Go,Arcade,Gaelco,Gaelco,Sports,1995.0
TouchDown Fever,Arcade,SNK Corporation,SNK Corporation,Sports,1987.0
TouchDown Fever,Nintendo NES,SNK Corporation,SNK Corporation,Sports,1991.0
TouchDown Fever 2,Arcade,SNK Corporation,SNK Corporation,Sports,1988.0
Touchdown Football,Commodore 64,Electronic Arts,Imagic,Sports,1986.0
Touchdown Football,Atari 8-bit,Electronic Arts,Imagic,Sports,1986.0
Touchdown Football,Atari 7800,Atari,Imagic,Sports,1988.0
Toughman Contest,Sega 32X,Electronic Arts,High Score Productions,Sports,1995.0
Toughman Contest,Sega Genesis,Electronic Arts,Visual Concepts,Sports,1993.0
Toughman Contest,Sega Nomad,Electronic Arts,Visual Concepts,Sports,1993.0
Tour de France,Microsoft Xbox 360,Focus Home Interactive,Cyanide,Sports,
Tour de France 2009,Microsoft Xbox Live Arcade,Xbox LIVE Arcade,Cyanide,Sports,2009.0
Tournament Cyberball 2072,Arcade,Atari,Atari,Sports,1989.0
Tournament Cyberball 2072,Atari Lynx,Atari,Atari,Sports,1991.0
Tournament Pro Golf,Arcade,Data East,Data East,Sports,1981.0
Track & Field,Atari 2600,Atari,Konami,Sports,1984.0
Track & Field,Nintendo Arcade Systems,Konami,Konami,Sports,1987.0
Track & Field,Nintendo Game Boy,Konami,Konami,Sports,1192.0
Track & Field,Arcade,Konami,Konami,Sports,1983.0
Track & Field,Atari 8-bit,Atari,Konami,Sports,1984.0
Track & Field,Apple II,Atari,Konami,Sports,1984.0
Track & Field,Commodore 64,Atari,Konami,Sports,1984.0
Track & Field,MSX 2,Konami,Konami,Sports,1984.0
Track & Field,MSX,Konami,Konami,Sports,1984.0
Track & Field 2,MSX,Konami,Konami,Sports,1984.0
Track & Field 2,MSX 2,Konami,Konami,Sports,1984.0
Track & Field 2,Nintendo NES,Konami,Konami,Sports,1988.0
Tracksuit Manager,Atari ST,Goliath Games,Goliath Games,Sports,1988.0
Tracksuit Manager,Commodore 64,Goliath Games,Goliath Games,Sports,1988.0
Tracksuit Manager,Amstrad CPC,Goliath Games,Goliath Games,Sports,1988.0
Tracksuit Manager,Commodore Amiga,Goliath Games,Goliath Games,Sports,1988.0
Tracksuit Manager,Sinclair ZX Spectrum,Goliath Games,Goliath Games,Sports,1988.0
TransWorld Snowboarding,Microsoft Xbox,Infogrames,Housemarque,Sports,2002.0
TransWorld SURF,Microsoft Xbox,Infogrames,Angel Studios,Sports,
TransWorld SURF,Sony Playstation 2,Infogrames,Angel Studios,Sports,2002.0
TransWorld SURF: Next Wave,Nintendo GameCube,Infogrames,Angel Studios,Sports,2003.0
Trick Shot,Atari 2600,Imagic,Imagic,Sports,1982.0
Trickstyle,Sega Dreamcast,Acclaim Entertainment,Criterion Studios,Sports,1999.0
Triple Play 2000,Nintendo N64,Electronic Arts,Treyarch Invention,Sports,1999.0
Triple Play 2000,Sony Playstation,Electronic Arts,Electronic Arts,Sports,1999.0
Triple Play 2001,Sony Playstation,Electronic Arts,Treyarch Invention,Sports,2000.0
Triple Play 2001,Nintendo Game Boy Color,Electronic Arts,Handheld Games,Sports,2000.0
Triple Play 2002,Sony Playstation 2,Electronic Arts,Pandemic Studios,Sports,2002.0
Triple Play 2002,Microsoft Xbox,Electronic Arts,Pandemic Studios,Sports,
Triple Play '96,Sega Genesis,Electronic Arts,Electronic Arts,Sports,1995.0
Triple Play '96,Sega Nomad,Electronic Arts,Electronic Arts,Sports,1995.0
Triple Play 97,Sony Playstation,Electronic Arts,Electronic Arts,Sports,1996.0
Triple Play 98,Sony Playstation,Electronic Arts,Electronic Arts,Sports,1997.0
Triple Play Baseball,Sony Playstation,Electronic Arts,Treyarch Invention,Sports,2001.0
Triple Play Baseball,Sony Playstation 2,Electronic Arts,Treyarch Invention,Sports,2001.0
Triple Play Gold,Sega Genesis,Electronic Arts,Treyarch,Sports,1995.0
Triple Play Gold,Sega Nomad,Electronic Arts,Treyarch,Sports,1995.0
Triple Score: 3 Games In One,Sega Nomad,Sega,Sega,Sports,1992.0
Triple Score: 3 Games In One,Sega Genesis,Sega,Sega,Sports,1992.0
Tri-Pool,Arcade,Noma,Noma,Sports,1981.0
Tropical Angel,Arcade,Irem,Irem,Sports,1983.0
True Golf Classics: Pebble Beach Golf Links,Nintendo SNES,T&E Soft,T&E Soft,Sports,1992.0
True Golf Classics: Pebble Beach Golf Links,Sega Genesis,Sega,T&E Soft,Sports,1994.0
True Golf Classics: Pebble Beach Golf Links,Sega Nomad,Sega,T&E Soft,Sports,1994.0
True Golf Classics: Waialae Country Club,Nintendo SNES,T&E Soft,T&E Soft,Sports,1991.0
TV Sports Football,Commodore Amiga,Cinemaware,Cinemaware,Sports,1988.0
TV Sports Football,Atari ST,Mirrorsoft,Cinemaware,Sports,1989.0
TV Sports: Basketball,Commodore Amiga,Cinemaware,Cinemaware,Sports,1990.0
TV Sports: Basketball,NEC TurboGrafx-16,Cinemaware,Cinemaware,Sports,1991.0
TV Sports: Basketball,NEC PC Engine,Cinemaware,Cinemaware,Sports,1991.0
TV Sports: Boxing,Commodore Amiga,Mindscape,Cinemaware,Sports,1992.0
TV Sports: Football,Commodore 64,Mirrorsoft,Cinemaware,Sports,1990.0
TV Sports: Football,NEC PC Engine,Cinemaware,Cinemaware,Sports,1990.0
TV Sports: Football,NEC TurboGrafx-16,Cinemaware,Cinemaware,Sports,1990.0
Twisted Edge: Extreme Snowboarding,Nintendo N64,Kotobuki System,Boss Game Studios,Sports,1998.0
U.S. Championship V'ball,Arcade,Technos,Technos,Sports,1988.0
U.S. Classic,Arcade,SETA Corporation,SETA Corporation,Sports,1989.0
U.S. Ski Team Skiing,Mattel Intellivision,Mattel Electronics,APh Technological Consul...,Sports,1980.0
UEFA Challenge,Sony Playstation,Infogrames,Infogrames,Sports,2001.0
UEFA Champions League 2004-2005,Nintendo GameCube,Electronic Arts,Electronic Arts,Sports,2005.0
UEFA Champions League 2004-2005,Microsoft Xbox,Electronic Arts,Electronic Arts,Sports,2005.0
UEFA Champions League 2006-2007,Sony PSP,Electronic Arts,Electronic Arts,Sports,
UEFA Champions League Season 1998/99,Sony Playstation,Eidos Interactive,Silicon Dreams Studio,Sports,1999.0
UEFA Champions League Season 1999/2000,Sony Playstation,Eidos Interactive,Silicon Dreams Studio,Sports,2000.0
UEFA CL 2006-2007,Microsoft Xbox 360,Electronic Arts,EA Canada,Sports,2007.0
UEFA Dream Soccer,Sega Dreamcast,Sega,Silicon Dreams Studio,Sports,2000.0
UEFA Euro 2000,Sony Playstation,Electronic Arts,Electronic Arts,Sports,2000.0
UEFA Euro 2004 Portugal,Microsoft Xbox,Electronic Arts,Electronic Arts,Sports,2004.0
UEFA Euro 2008,Sony PSP,Electronic Arts,Electronic Arts,Sports,
UEFA EURO 2008,Microsoft Xbox 360,Electronic Arts,EA Canada,Sports,2008.0
UEFA Euro 96: England,Sega Saturn,Sega,Gremlin Graphics,Sports,1995.0
UEFA Striker,Sony Playstation,Infogrames,Rage Software,Sports,1999.0
UEFA Striker,Sega Dreamcast,Infogrames,Rage Software,Sports,2000.0
UFC: Throwdown,Nintendo GameCube,Ubisoft,Dream Factory,Sports,
UFC: Throwdown,Sony Playstation 2,Crave Entertainment Inc.,Dream Factory,Sports,2002.0
Ultimate Basketball,Nintendo NES,Sammy Corporation,Aicom Corporation,Sports,1990.0
Ultimate Beach Soccer,Nintendo Game Boy Advance,DreamCatcher Interactive,Magic Pockets,Sports,2003.0
Ultimate Fighting Championship,Sony Playstation,Crave Entertainment Inc.,Opus Corp.,Sports,2000.0
Ultimate Fighting Championship,Sega Dreamcast,Crave Entertainment Inc.,Anchor,Sports,2000.0
Ultimate Fighting Championship: Tapout,Microsoft Xbox,Crave Entertainment Inc.,Dream Factory,Sports,
Ultimate Fighting Championship: Tapout 2,Microsoft Xbox,TDK Mediactive,Dream Factory,Sports,
Ultimate League Soccer,Nintendo NES,American Video Entertain...,C&E,Sports,1991.0
Ultimate Paintball,Nintendo Game Boy Color,Majesco Sales,Morning Star Multimedia,Sports,2000.0
Ultimate Soccer,Sega Game Gear,Sega,Rage Software,Sports,1993.0
Ultimate Soccer,Sega Master System,Sega,Rage Software,Sports,1993.0
Ultimate Soccer,Sega Genesis,Sega,Rage Software,Sports,1993.0
Ultimate Soccer,Sega Nomad,Sega,Rage Software,Sports,1993.0
Ultimate Soccer Manager,Commodore Amiga,Impressions Games,Impressions Games,Sports,1995.0
Ultimate Tennis,Arcade,Art Data Interactive,Art,Sports,1993.0
Unnecessary Roughness '95,Sega Nomad,Accolade,Accolade,Sports,1994.0
Unnecessary Roughness '95,Sega Genesis,Accolade,Accolade,Sports,1994.0
Up Your Alley,Arcade,Cinematronics,Cinematronics,Sports,1987.0
V Goal Soccer,Arcade,Tecmo,Tecmo,Sports,1994.0
Val d'Isère Skiing and Snowboarding,Atari Jaguar,Atari,Virtual Studio,Sports,1994.0
V-Ball: Beach Volley Heroes,Sony Playstation,Funsoft,Funsoft,Sports,1998.0
VecSports Boxing,GCE Vectrex,Public Domain,Manu,Sports,2000.0
Vecsports Boxing (Demo),GCE Vectrex,Public Domain,Manu,Sports,2000.0
VecSports Kingpin Bowling,GCE Vectrex,Public Domain,Manu,Sports,2000.0
VecSports Kingpin Bowling (Demo),GCE Vectrex,Public Domain,Manu,Sports,2002.0
Venice Beach Volleyball,Nintendo NES,American Video Entertain...,Idea-Tek,Sports,1991.0
Versus Net Soccer,Arcade,Konami,Konami,Sports,1996.0
Victorious Boxers: Ippo's Road to Glory,Sony Playstation 2,Empire Software,NEW Corporation,Sports,2001.0
Victorious Nine,Arcade,Taito,Taito,Sports,1984.0
Victorious Nine 2,MSX,Taito Corporation,Taito Corporation,Sports,1987.0
Victorious Nine 2,MSX 2,Taito Corporation,Taito Corporation,Sports,1987.0
Victory Goal: Worldwide Edition,Sega Saturn,Sega,Sega,Sports,1996.0
Video Eight Ball,Arcade,Century Electronics,Century Electronics,Sports,1982.0
Video Hustler,Arcade,Konami,Konami,Sports,1981.0
Video Hustler,Coleco Vision,Konami,Konami,Sports,1984.0
Video Olympics,Sinclair ZX Spectrum,Dinamic Software,Dinamic Software,Sports,1984.0
Video Pool,Arcade,Bootleg,Bootleg,Sports,1980.0
Virtua Athlete,Sega Naomi,Sega,Sega,Sports,2000.0
Virtua Athlete 2K,Sega Dreamcast,Sega,Sega,Sports,2000.0
Virtua Athletics / Virtua Athlete,Arcade,Sega,Sega,Sports,2002.0
Virtua Bowling,Arcade,IGS Corp.,IGS Corp.,Sports,1996.0
Virtua Golf / Dynamic Golf,Sega Naomi,Sega,Sega,Sports,2001.0
Virtua NBA,Sega Naomi,Sega,Sega,Sports,2000.0
Virtua NBA,Arcade,Sega,Sega,Sports,2000.0
Virtua Striker,Arcade,Sega,Sega,Sports,1994.0
Virtua Striker,Sega Model 2,Sega,Sega,Sports,1994.0
Virtua Striker 2,Sega Model 3,Sega,Sega,Sports,1997.0
Virtua Striker 2,Arcade,Sega,Sega,Sports,1997.0
Virtua Striker 2 '98,Arcade,Sega,Sega,Sports,1998.0
Virtua Striker 2 '98,Sega Model 3,Sega,Sega,Sports,1998.0
Virtua Striker 2 '99,Arcade,Sega,Sega,Sports,1999.0
Virtua Striker 2 '99.1,Arcade,Sega,Sega,Sports,1999.0
Virtua Striker 2 Ver. 2000,Arcade,Sega,Sega,Sports,1999.0
Virtua Striker 2 Ver. 2000,Sega Naomi,Sega,Sega,Sports,2000.0
Virtua Striker 2 Ver. 2000,Sega Dreamcast,Sega,Sega,Sports,
Virtua Striker 2002,Nintendo GameCube,Sega,Amusement Vision,Sports,
Virtua Striker 2002,Arcade,Sega,Sega,Sports,2002.0
Virtua Striker 3,Arcade,Sega,Sega,Sports,2001.0
Virtua Striker 3,Sega Naomi,Sega,Sega,Sports,2001.0
Virtua Striker 4,Arcade,Sega,Sega,Sports,2004.0
Virtua Striker 4 ver. 2006,Arcade,Sega,Sega,Sports,2006.0
Virtua Tennis,Arcade,Sega,Sega,Sports,1999.0
Virtua Tennis,Sega Naomi,Sega,Sega,Sports,1999.0
Virtua Tennis,Sega Dreamcast,Sega,Hitmaker,Sports,2000.0
Virtua Tennis,Nintendo Game Boy Advance,Sega,Altron Corporation,Sports,2002.0
Virtua Tennis / Power Smash,Arcade,Sega,Sega,Sports,1999.0
Virtua Tennis 2,Sega Dreamcast,Sega,Hitmaker,Sports,2001.0
Virtua Tennis 2,Sega Naomi,Sega,Sega,Sports,1999.0
Virtua Tennis 2 / Power Smash 2,Arcade,Sega,Sega,Sports,2001.0
Virtua Tennis 2009,Microsoft Xbox 360,Sega,Sumo Digital,Sports,2009.0
Virtua Tennis 3,Microsoft Xbox 360,Sega,Sumo Digital,Sports,2007.0
Virtua Tennis 3,Sony PSP,Sega,Sega,Sports,
Virtua Tennis 4,Microsoft Xbox 360,Sega,Sega,Sports,
Virtua Tennis 4,Valve Steam,Sega,Sega,Sports,2011.0
Virtua Tennis: World Tour,Sony PSP,Sega,Sumo Digital,Sports,2005.0
Virtual Fishing,Nintendo Virtual Boy,Nintendo,Pack-In-Video,Sports,1995.0
Virtual League Baseball,Nintendo Virtual Boy,Kemco,Kemco,Sports,1995.0
Virtual Open Tennis,Sega Saturn,Acclaim Entertainment,Imagineer,Sports,1996.0
Virtual Pool,Sony Playstation,Interplay Productions,Celeris,Sports,1997.0
Virtual Pool 3,Sony Playstation,XS Games,Celeris,Sports,2003.0
Virtual Pool 64,Nintendo N64,Celeris,Crave Entertainment Inc.,Sports,1999.0
Virtual Pro Yakyuu '95,Nintendo Virtual Boy,Kemco,Kemco,Sports,1995.0
Virtual Volleyball,Sega Saturn,Imagineer,Imagineer,Sports,1995.0
VMU Football,Sega Dreamcast,Sega,Sega,Sports,1999.0
Volley Ball,Nintendo NES,Nintendo,Nintendo,Sports,1987.0
Volley Ball,Nintendo Arcade Systems,Nintendo,Nintendo,Sports,1986.0
Volley Ball,Arcade,Nintendo,Nintendo,Sports,1986.0
Volleyball!,Magnavox Odyssey 2,Magnavox,Magnavox,Sports,1980.0
VR Golf '97,Sega Saturn,Gremlin Graphics,Gremlin Graphics,Sports,1996.0
VR Soccer,Sega Saturn,Gremlin Graphics,Gremlin Graphics,Sports,1996.0
VR Sports Powerboat Racing,Sony Playstation,Interplay Productions,Promethean Designs Ltd.,Sports,1998.0
Vs 10-Yard Fight,Arcade,Irem,Irem,Sports,1984.0
Vs. Atari R.B.I. Baseball,Arcade,Namco,Namco,Sports,1986.0
Vs. Atari R.B.I. Baseball,Nintendo Arcade Systems,Namco Limited,Namco Limited,Sports,1986.0
Vs. BaseBall,Nintendo Arcade Systems,Nintendo,Nintendo,Sports,1984.0
Vs. BaseBall,Arcade,Nintendo,Nintendo,Sports,1984.0
Vs. Hot Smash,Arcade,Taito,Taito,Sports,1987.0
Vs. Soccer,Nintendo Arcade Systems,Nintendo,Nintendo,Sports,1985.0
Vs. Soccer,Arcade,Nintendo,Nintendo,Sports,1985.0
Vs. Stroke & Match Golf,Arcade,Nintendo,Nintendo,Sports,1984.0
Vs. Stroke & Match Golf,Nintendo Arcade Systems,Nintendo,Nintendo,Sports,1984.0
Vs. T.K.O. Boxing,Arcade,Namco,Namco,Sports,1987.0
Vs. Tennis,Arcade,Nintendo,Nintendo,Sports,1984.0
Vs. Tennis,Nintendo Arcade Systems,Nintendo,Nintendo,Sports,1984.0
Wacky Darts,Sinclair ZX Spectrum,Codemasters,Big Red Software,Sports,1990.0
Wacky Darts,Commodore 64,Codemasters,Big Red Software,Sports,1990.0
Wade Hixton's Counter Punch,Nintendo Game Boy Advance,Destination Software,Empire Software,Sports,2004.0
Waialae Country Club: True Golf Classics,Nintendo N64,Nintendo,T&E Soft,Sports,1998.0
Waialae Extra 36 Holes,Sega Saturn,T&E Soft,T&E Soft,Sports,1997.0
Wakeboarding Unleashed featuring Shaun Murray,Nintendo Game Boy Advance,Aspyr Media,Small Rockets,Sports,2003.0
Wakeboarding Unleashed featuring Shaun Murray,Sony Playstation 2,Activision,Shaba Games,Sports,2003.0
Wakeboarding Unleashed featuring Shaun Murray,Microsoft Xbox,Activision,Shaba Games,Sports,
Walter Payton Football,Sega Master System,Sega,Sega,Sports,1989.0
Water Ski,Atari 7800,Froggo Games,Froggo Games,Sports,1988.0
Water Ski,Arcade,Taito,Taito,Sports,1983.0
Wave Race,Nintendo Game Boy,Nintendo,Nintendo,Sports,1992.0
Wave Race: Blue Storm,Nintendo GameCube,Nintendo,Nintendo,Sports,2002.0
Wayne Gretzky Hockey,Atari ST,Bethesda Softworks,Bethesda Softworks,Sports,1989.0
Wayne Gretzky Hockey,Commodore Amiga,Bethesda Softworks,Bethesda Softworks,Sports,1988.0
Wayne Gretzky's 3D Hockey,Arcade,Atari,Atari,Sports,1996.0
Wayne Gretzky's 3D Hockey,Nintendo N64,Midway Games,Midway Games,Sports,1996.0
Wayne Gretzky's 3D Hockey '98,Nintendo N64,Midway Games,Software Creations,Sports,1997.0
Wayne Gretzsky NHLPA All-Stars,Sega Genesis,Time-Warner Interactive,Time-Warner Interactive,Sports,1995.0
Wayne Gretzsky NHLPA All-Stars,Sega Nomad,Time-Warner Interactive,Time-Warner Interactive,Sports,1995.0
WCW Backstage Assault,Sony Playstation,Electronic Arts,Kodiak Interactive Softw...,Sports,2000.0
WCW Backstage Assault,Nintendo N64,Electronic Arts,Kodiak Interactive Softw...,Sports,2000.0
WCW Mayhem,Nintendo N64,Electronic Arts,Kodiak Interactive Softw...,Sports,1999.0
WCW Mayhem,Sony Playstation,Electronic Arts,Kodiak Interactive Softw...,Sports,1999.0
WCW: World Championship Wrestling,Nintendo NES,Pony Canyon,Nihon Corp.,Sports,1990.0
Wembley International Soccer,Commodore Amiga CD32,Audiogenic,Audiogenic,Sports,1994.0
Wembley International Soccer,Commodore Amiga,Audiogenic,Audiogenic,Sports,1994.0
Wembley Rugby League,Commodore Amiga,Audiogenic,Denton Designs,Sports,1994.0
Wendy: Der Traum von Arizona,Nintendo Game Boy Color,KIDDINX Entertainment,BVM Produktion,Sports,2003.0
Whirl Tour,Nintendo GameCube,Crave Entertainment Inc.,Papaya Studios,Sports,2002.0
White Men Can't Jump,Atari Jaguar,Atari,High Score Productions,Sports,1995.0
Wild Cup Soccer,Commodore Amiga CD32,Millennium Interactive,Teque Software Development,Sports,1994.0
Wild Cup Soccer,Commodore Amiga,Millennium Interactive,Teque Software Development,Sports,1994.0
Will Harvey's Zany Golf,Commodore Amiga,Electronic Arts,Sandcastle,Sports,1988.0
Will Harvey's Zany Golf,Atari ST,Electronic Arts,Sandcastle,Sports,1988.0
Will Harvey's Zany Golf,Sega Nomad,Electronic Arts,Sandcastle,Sports,1990.0
Will Harvey's Zany Golf,Sega Genesis,Electronic Arts,Sandcastle,Sports,1990.0
Windjammers,SNK Neo-Geo AES,Data East Corporation,Data East Corporation,Sports,1994.0
Windjammers,SNK Neo-Geo CD,Data East Corporation,Data East Corporation,Sports,1995.0
Windjammers,SNK Neo-Geo MVS,Data East Corporation,Data East Corporation,Sports,1994.0
Windsurf Willy,Atari ST,Silmarils,Silmarils,Sports,1988.0
Windsurf Willy,Amstrad CPC,Silmarils,Silmarils,Sports,1989.0
Windsurf Willy,Commodore Amiga,Silmarils,Silmarils,Sports,1989.0
Winning Eleven 2007,Microsoft Xbox 360,Konami,Konami,Sports,2007.0
Winning Eleven World Soccer,Nintendo Game Boy Advance,Konami,Konami,Sports,2002.0
Winter Challenge,Sega Genesis,Accolade,Accolade,Sports,1992.0
Winter Challenge,Sega Nomad,Accolade,Accolade,Sports,1992.0
Winter Challenge: World Class Competition,Commodore Amiga,Thunder Mountain,Tynesoft,Sports,1988.0
Winter Challenge: World Class Competition,Sinclair ZX Spectrum,SYSTEM 4 de España,Tynesoft,Sports,1988.0
Winter Challenge: World Class Competition,Apple II,Thunder Mountain,Tynesoft,Sports,1988.0
Winter Challenge: World Class Competition,Atari 8-bit,Tynesoft,Tynesoft,Sports,1988.0
Winter Challenge: World Class Competition,Commodore 64,Tynesoft,Tynesoft,Sports,1988.0
Winter Challenge: World Class Competition,Atari ST,Thunder Mountain,Tynesoft,Sports,1988.0
Winter Games,Amstrad CPC,U.S. Gold Ltd.,Action Graphics,Sports,1986.0
Winter Games,Sinclair ZX Spectrum,U.S. Gold Ltd.,Action Graphics,Sports,1986.0
Winter Games,Atari 7800,Atari,Action Graphics,Sports,1987.0
Winter Games,Nintendo NES,Acclaim Entertainment,Action Graphics,Sports,1987.0
Winter Gold,Nintendo SNES,Nintendo,Funcom Productions,Sports,1996.0
Winter Heat,Sega Saturn,Sega,Sega,Sports,1997.0
Winter Olympics: Lillehammer '94,Sega Master System,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1994.0
Winter Olympics: Lillehammer '94,Sega Game Gear,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1994.0
Winter Olympics: Lillehammer '94,Nintendo SNES,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1994.0
Winter Olympics: Lillehammer '94,Sega Genesis,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1994.0
Winter Olympics: Lillehammer '94,Commodore Amiga,U.S. Gold Ltd.,U.S. Gold Ltd.,Sports,1994.0
Winter Olympics: Lillehammer '94,Sega Nomad,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1994.0
Winter Sports,Sinclair ZX Spectrum,Electric Dreams Software,Software Images,Sports,1985.0
Winter Sports,Amstrad CPC,Electric Dreams Software,Software Images,Sports,1985.0
Winter Sports,Interton VC 4000,Interton,Interton,Sports,1978.0
Winter Stars,Microsoft Xbox 360,Deep Silver,49Games,Sports,
Wonder Classic,Bandai WonderSwan Color,Bandai,Namco Limited,Sports,2001.0
World Beach Volley,Arcade,Playmark,Playmark,Sports,1995.0
World Champ: Super Boxing Great Fight,Nintendo NES,Romstar Incorporated,Romstar Incorporated,Sports,1990.0
World Championship Boxing Manager,Amstrad CPC,Goliath Games,Goliath Games,Sports,1990.0
World Championship Boxing Manager,Commodore 64,Goliath Games,Goliath Games,Sports,1990.0
World Championship Boxing Manager,Atari ST,Goliath Games,Goliath Games,Sports,1990.0
World Championship Boxing Manager,Sinclair ZX Spectrum,Goliath Games,Goliath Games,Sports,1990.0
World Championship Boxing Manager,Commodore Amiga,Goliath Games,Goliath Games,Sports,1990.0
World Championship Pool 2004,Microsoft Xbox,Jaleco Ltd.,Blade Interactive Studios,Sports,
World Championship Snooker 2003,Microsoft Xbox,Codemasters,Blade Interactive Studios,Sports,
World Championship Snooker 2003,Sony Playstation 2,Codemasters,Blade Interactive Studios,Sports,2003.0
World Championship Snooker 2004,Sony Playstation 2,Codemasters,Blade Interactive Studios,Sports,2004.0
World Championship Snooker 2004,Microsoft Xbox,Codemasters,Blade Interactive Studios,Sports,
World Championship Soccer,Sega Genesis,Sega,Sega,Sports,1989.0
World Championship Soccer,Sega Master System,Tec Toy Indústria de Bri...,Virgin Mastertronic Ltd.,Sports,1991.0
World Championship Soccer,Commodore Amiga,Elite Systems Ltd.,Sega,Sports,1991.0
World Championship Soccer,Sinclair ZX Spectrum,Elite Systems Ltd.,Sega,Sports,1991.0
World Championship Soccer,Atari ST,Elite Systems Ltd.,Sega,Sports,1991.0
World Championship Soccer,Commodore 64,Elite Systems Ltd.,Sega,Sports,1991.0
World Championship Soccer,Arcade,Sega,Sega,Sports,1989.0
World Championship Soccer,Sega Nomad,Sega,Sega,Sports,1989.0
World Championship Soccer 2,Sega Nomad,Sega,Sega,Sports,1994.0
World Championship Soccer 2,Sega Genesis,Sega,Sega,Sports,1994.0
World Class Bowling,Arcade,Incredible Technologies,Incredible Technologies,Sports,1995.0
World Class Bowling Deluxe,Arcade,Incredible Technologies,Incredible Technologies,Sports,1999.0
World Class Bowling Tournament,Arcade,Incredible Technologies,Incredible Technologies,Sports,1997.0
World Class Leader Board,Commodore 64,Access Software,Access Software,Sports,1987.0
World Class Leader Board,Sinclair ZX Spectrum,U.S. Gold Ltd.,Access Software,Sports,1987.0
World Class Leaderboard,Commodore Amiga,Access Software,Access Software,Sports,1988.0
World Class Leaderboard,Amstrad CPC,U.S. Gold Ltd.,Access Software,Sports,1988.0
World Class Leaderboard,Apple II,Access Software,Access Software,Sports,1987.0
World Class Leaderboard,Atari ST,U.S. Gold Ltd.,Access Software,Sports,1987.0
World Class Leaderboard,Sega Nomad,U.S. Gold Ltd.,Access Software,Sports,1992.0
World Class Leaderboard,Sega Genesis,U.S. Gold Ltd.,Access Software,Sports,1992.0
World Class Leaderboard,Sega Master System,U.S. Gold Ltd.,Access Software,Sports,1991.0
World Class Leaderboard,Sega Game Gear,Sega,Access Software,Sports,1991.0
World Class Rugby,Atari ST,Audiogenic,Denton Designs,Sports,1991.0
World Class Rugby,Amstrad CPC,Audiogenic,Denton Designs,Sports,1991.0
World Class Rugby,Commodore 64,Audiogenic,Denton Designs,Sports,1992.0
World Class Rugby,Commodore Amiga,Audiogenic,Denton Designs,Sports,1991.0
World Class Rugby,Sinclair ZX Spectrum,Audiogenic,Denton Designs,Sports,1991.0
World Class Soccer,Sinclair ZX Spectrum,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1990.0
World Class Soccer,Commodore Amiga,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1990.0
World Class Soccer,Commodore 64,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1990.0
World Class Soccer,Amstrad CPC,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1990.0
World Class Soccer,Atari ST,U.S. Gold Ltd.,Tiertex Ltd.,Sports,1990.0
